Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
214793,N,PIFLUFOLASTAT F-18,,,INTRAVENOUS,PYLARIFY,PROGENICS PHARMS INC,50ML (1-80mCi/ML),1,9861713,2029-07-31,Y,Y,U-3130,2021-06-21
214793,N,PIFLUFOLASTAT F-18,,,INTRAVENOUS,PYLARIFY,PROGENICS PHARMS INC,50ML (1-80mCi/ML),1,10947197,2037-06-09,Y,Y,U-3130,2021-06-21
202450,N,ACLIDINIUM BROMIDE,POWDER,,INHALATION,TUDORZA PRESSAIR,COVIS,0.4MG/INH,1,11000517,2029-03-13,,Y,U-2513,2021-06-10
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,2,11020387,2032-09-18,,Y,U-3131,2021-06-21
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,3,11020387,2032-09-18,,Y,U-3131,2021-06-21
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,4,11020387,2032-09-18,,Y,U-3131,2021-06-21
204242,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,SUBLINGUAL,ZUBSOLV,OREXO US INC,EQ 0.7MG BASE;EQ 0.18MG BASE,5,11020387,2032-09-18,,Y,U-3131,2021-06-21
212728,N,RIMEGEPANT SULFATE,TABLET,,ORAL,NURTEC ODT,PFIZER,EQ 75MG BASE,1,8314117,2030-03-09,Y,Y,U-3142,2020-03-25
208259,N,LATANOPROST; NETARSUDIL DIMESYLATE,,,OPHTHALMIC,ROCKLATAN,ALCON LABS INC,0.005%;EQ 0.02% BASE,1,11028081,2030-01-27,,,U-1524,2021-06-28
208259,N,LATANOPROST; NETARSUDIL DIMESYLATE,,,OPHTHALMIC,ROCKLATAN,ALCON LABS INC,0.005%;EQ 0.02% BASE,1,11021456,2026-07-11,,,U-1524,2021-06-28
208254,N,NETARSUDIL MESYLATE,,,OPHTHALMIC,RHOPRESSA,ALCON LABS INC,EQ 0.02% BASE,1,11021456,2026-07-11,,,U-1524,2021-06-28
208254,N,NETARSUDIL MESYLATE,,,OPHTHALMIC,RHOPRESSA,ALCON LABS INC,EQ 0.02% BASE,1,11028081,2030-01-27,,,U-1524,2021-06-28
205596,N,POSACONAZOLE,,,INTRAVENOUS,NOXAFIL,MERCK SHARP DOHME,300MG/16.7ML (18MG/ML),1,9358297,2031-06-24,,Y,U-3160,2016-06-23
205596,N,POSACONAZOLE,,,INTRAVENOUS,NOXAFIL,MERCK SHARP DOHME,300MG/16.7ML (18MG/ML),1,9023790,2031-07-04,,Y,U-3160,2015-05-29
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,1,11026931,2039-08-14,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,1,11026939,2038-09-18,,Y,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,1,11040029,2037-10-10,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,2,11026931,2039-08-14,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,2,11026939,2038-09-18,,Y,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,2,11040029,2037-10-10,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,3,11026931,2039-08-14,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,3,11040029,2037-10-10,,,U-1995,2021-06-30
209241,N,VALBENAZINE TOSYLATE,,,ORAL,INGREZZA,NEUROCRINE,EQ 40MG BASE,3,11026939,2038-09-18,,Y,U-1995,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),1,10888605,2038-08-24,,Y,U-3162,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),1,9764003,2033-06-21,,,U-3161,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),2,9764003,2033-06-21,,,U-3161,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),2,10888605,2038-08-24,,Y,U-3162,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),3,9764003,2033-06-21,,,U-3161,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),3,10888605,2038-08-24,,Y,U-3162,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),4,10888605,2038-08-24,,Y,U-3162,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),4,9764003,2033-06-21,,,U-3161,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),5,9764003,2033-06-21,,,U-3161,2021-06-30
215256,N,SEMAGLUTIDE,,,SUBCUTANEOUS,WEGOVY,NOVO,0.25MG/0.5ML (0.25MG/0.5ML),5,10888605,2038-08-24,,Y,U-3162,2021-06-30
20965,N,AMINOLEVULINIC ACID HYDROCHLORIDE,,,TOPICAL,LEVULAN,SUN PHARM INDS INC,0.2,1,10357567,2038-01-12,,,U-3163,2019-08-02
213135,N,MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,,,ORAL,SUTAB,BRAINTREE LABS,0.225GM;0.188GM;1.479GM,1,11033498,2037-08-04,,,U-3164,2021-07-02
214460,N,BRINCIDOFOVIR,,,ORAL,TEMBEXA,EMERGENT BIODEFENSE,10MG/ML,1,9303051,2031-08-31,Y,Y,U-3165,2021-07-02
214461,N,BRINCIDOFOVIR,,,ORAL,TEMBEXA,EMERGENT BIODEFENSE,100MG,1,10112909,2034-10-10,,,U-3165,2021-07-02
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,100MG/ML,1,11096905,2035-10-13,Y,Y,U-2780,2021-09-16
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,100MG/ML,1,11096905,2035-10-13,Y,Y,U-2781,2021-09-16
215935,N,BUDESONIDE,CAPSULE,,ORAL,TARPEYO,CALLIDITAS,4MG,1,8491932,2029-05-07,,Y,U-3269,2022-01-12
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,1,10456399,2037-02-03,,,U-3657,2019-11-08
214662,N,MARALIXIBAT CHLORIDE,,,ORAL,LIVMARLI,MIRUM,EQ 9.5MG BASE/ML,1,11229647,2040-02-12,,,U-3290,2022-02-01
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,1,10456399,2037-02-03,,,U-3658,2019-11-08
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,2,10456399,2037-02-03,,,U-3658,2019-11-08
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,2,10456399,2037-02-03,,,U-3657,2019-11-08
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,1,10960004,2037-02-03,,,U-3657,2021-04-09
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,2,10960004,2037-02-03,,,U-3657,2021-04-09
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,1,10960004,2037-02-03,,,U-3658,2021-04-09
207981,N,TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE,,,ORAL,LONSURF,TAIHO ONCOLOGY,EQ 6.14MG BASE;15MG,2,10960004,2037-02-03,,,U-3658,2021-04-09
203684,N,SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,,,INTRAVENOUS,LUMASON,BRACCO,60.7MG/25MG,1,11723869,2039-05-15,,Y,U-3666,2023-08-16
203684,N,SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,,,INTRAVENOUS,LUMASON,BRACCO,60.7MG/25MG,1,11723869,2039-05-15,,Y,U-3667,2023-08-16
203684,N,SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES,,,INTRAVENOUS,LUMASON,BRACCO,60.7MG/25MG,1,11723869,2039-05-15,,Y,U-3668,2023-08-16
218213,N,REPOTRECTINIB,,,ORAL,AUGTYRO,BRISTOL,40MG,1,11452725,2036-07-24,,,U-3755,2023-12-12
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,1,10464905,2036-12-16,,,U-3761,2023-02-10
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,2,10464905,2036-12-16,,,U-3761,2023-02-10
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,1,10695323,2036-12-16,Y,Y,U-3761,2023-02-10
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,2,10695323,2036-12-16,Y,Y,U-3761,2023-02-10
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,1,10918622,2036-12-16,,,U-3761,2023-02-10
216059,N,PIRTOBRUTINIB,,,ORAL,JAYPIRCA,LOXO ONCOL,50MG,2,10918622,2036-12-16,,,U-3761,2023-02-10
202293,N,DAPAGLIFLOZIN,,,ORAL,FARXIGA,ASTRAZENECA AB,5MG,2,11826376,2039-07-18,,,U-3766,2023-12-19
214665,N,SOTORASIB,,,ORAL,LUMAKRAS,AMGEN INC,120MG,1,11827635,2040-05-20,Y,Y,U-3306,2023-12-18
214665,N,SOTORASIB,,,ORAL,LUMAKRAS,AMGEN INC,120MG,2,11827635,2040-05-20,Y,Y,U-3306,2023-12-18
212608,N,AVAPRITINIB,,,ORAL,AYVAKIT,BLUEPRINT MEDICINES,25MG,4,11827642,2034-10-15,Y,Y,U-3506,2023-12-21
214520,N,HEPARIN SODIUM; TAUROLIDINE,,,N/A,DEFENCATH,CORMEDIX,"3,000 UNITS/3ML (1,000 UNITS/ML);40.5MG/3ML (13.5MG/ML)",1,7696182,2025-05-16,Y,Y,U-3774,2023-12-14
214520,N,HEPARIN SODIUM; TAUROLIDINE,,,N/A,DEFENCATH,CORMEDIX,"3,000 UNITS/3ML (1,000 UNITS/ML);40.5MG/3ML (13.5MG/ML)",2,7696182,2025-05-16,Y,Y,U-3774,2023-12-14
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),1,11844837,2036-04-21,,,U-3417,2024-01-03
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),4,11844837,2036-04-21,,,U-3417,2024-01-03
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),3,11844837,2036-04-21,,,U-3417,2024-01-03
211988,N,BUPIVACAINE; MELOXICAM,SOLUTION,,PERIARTICULAR,ZYNRELEF KIT,HERON THERAPS INC,60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),2,11844837,2036-04-21,,,U-3417,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,4,11833166,2034-04-03,,,U-3776,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,3,11833166,2034-04-03,,,U-3776,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,2,11833166,2034-04-03,,,U-3776,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,1,11833166,2034-04-03,,,U-3776,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,1,11833166,2034-04-03,,,U-3777,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,2,11833166,2034-04-03,,,U-3777,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,3,11833166,2034-04-03,,,U-3777,2024-01-03
212614,N,EMPAGLIFLOZIN; LINAGLIPTIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,TRIJARDY XR,BOEHRINGER INGELHEIM,5MG;2.5MG;1GM,4,11833166,2034-04-03,,,U-3777,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,1,11833166,2034-04-03,,,U-3776,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,4,11833166,2034-04-03,,,U-3777,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,3,11833166,2034-04-03,,,U-3777,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,2,11833166,2034-04-03,,,U-3777,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,1,11833166,2034-04-03,,,U-3777,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,4,11833166,2034-04-03,,,U-3776,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,3,11833166,2034-04-03,,,U-3776,2024-01-03
208658,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,TABLET,,ORAL,SYNJARDY XR,BOEHRINGER INGELHEIM,5MG;1GM,2,11833166,2034-04-03,,,U-3776,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,1,11833166,2034-04-03,,,U-3776,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,4,11833166,2034-04-03,,,U-3777,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,3,11833166,2034-04-03,,,U-3777,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,2,11833166,2034-04-03,,,U-3777,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,1,11833166,2034-04-03,,,U-3777,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,4,11833166,2034-04-03,,,U-3776,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,3,11833166,2034-04-03,,,U-3776,2024-01-03
206111,N,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,,,ORAL,SYNJARDY,BOEHRINGER INGELHEIM,5MG;1GM,2,11833166,2034-04-03,,,U-3776,2024-01-03
206073,N,EMPAGLIFLOZIN; LINAGLIPTIN,,,ORAL,GLYXAMBI,BOEHRINGER INGELHEIM,10MG;5MG,1,11833166,2034-04-03,,,U-3776,2024-01-03
206073,N,EMPAGLIFLOZIN; LINAGLIPTIN,,,ORAL,GLYXAMBI,BOEHRINGER INGELHEIM,10MG;5MG,2,11833166,2034-04-03,,,U-3777,2024-01-03
206073,N,EMPAGLIFLOZIN; LINAGLIPTIN,,,ORAL,GLYXAMBI,BOEHRINGER INGELHEIM,10MG;5MG,1,11833166,2034-04-03,,,U-3777,2024-01-03
206073,N,EMPAGLIFLOZIN; LINAGLIPTIN,,,ORAL,GLYXAMBI,BOEHRINGER INGELHEIM,10MG;5MG,2,11833166,2034-04-03,,,U-3776,2024-01-03
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,10MG,1,11833166,2034-04-03,,,U-3776,2024-01-03
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,10MG,2,11833166,2034-04-03,,,U-3777,2024-01-03
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,10MG,1,11833166,2034-04-03,,,U-3777,2024-01-03
204629,N,EMPAGLIFLOZIN,,,ORAL,JARDIANCE,BOEHRINGER INGELHEIM,10MG,2,11833166,2034-04-03,,,U-3776,2024-01-03
214517,N,TASIMELTEON,,,ORAL,HETLIOZ LQ,VANDA PHARMS INC,4MG/ML,1,11833130,2033-01-25,,,U-3003,2024-01-03
214517,N,TASIMELTEON,,,ORAL,HETLIOZ LQ,VANDA PHARMS INC,4MG/ML,1,11850229,2033-01-25,,,U-3342,2024-01-03
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,20MG,1,11850229,2033-01-25,,,U-3342,2024-01-03
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,20MG,1,11850229,2033-01-25,,,U-3343,2024-01-03
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,20MG,1,11833130,2033-01-25,,,U-2149,2024-01-03
205677,N,TASIMELTEON,,,ORAL,HETLIOZ,VANDA PHARMS INC,20MG,1,11833130,2033-01-25,,,U-3003,2024-01-03
215430,N,BUPROPION HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,TABLET,,ORAL,AUVELITY,AXSOME,105MG;45MG,1,11844797,2043-04-20,,,U-3778,2024-01-05
215430,N,BUPROPION HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,TABLET,,ORAL,AUVELITY,AXSOME,105MG;45MG,1,11839612,2043-03-02,,,U-3419,2024-01-05
209354,N,HALOBETASOL PROPIONATE; TAZAROTENE,,,TOPICAL,DUOBRII,BAUSCH,0.01%;0.045%,1,11839656,2031-11-02,,,U-2625,2024-01-05
205108,N,SOTALOL HYDROCHLORIDE,,,ORAL,SOTYLIZE,AZURITY,5MG/ML (5MG/ML),1,11850222,2034-11-19,,,U-2096,2024-01-05
205108,N,SOTALOL HYDROCHLORIDE,,,ORAL,SOTYLIZE,AZURITY,5MG/ML (5MG/ML),1,11850222,2034-11-19,,,U-2494,2024-01-05
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),1,11839611,2035-11-06,,,U-3111,2024-01-08
209819,N,BUPRENORPHINE,SOLUTION,,SUBCUTANEOUS,SUBLOCADE,INDIVIOR,100MG/0.5ML (100MG/0.5ML),2,11839611,2035-11-06,,,U-3111,2024-01-08
22496,N,BUPIVACAINE,INJECTABLE,,INJECTION,EXPAREL,PACIRA PHARMS INC,133MG/10ML (13.3MG/ML),1,11819574,2041-01-22,,Y,U-3250,2023-12-06
22496,N,BUPIVACAINE,INJECTABLE,,INJECTION,EXPAREL,PACIRA PHARMS INC,133MG/10ML (13.3MG/ML),2,11819574,2041-01-22,,Y,U-3250,2023-12-06
215910,N,PHENOBARBITAL SODIUM,,,INTRAVENOUS,SEZABY,SUN PHARM INDS INC,100MG/VIAL,1,11857683,2042-04-07,,Y,U-3779,2024-01-10
215383,N,BELZUTIFAN,,,ORAL,WELIREG,MERCK SHARP DOHME,40MG,1,9908845,2034-09-05,Y,Y,U-3780,2021-09-09
21064,N,PERFLUTREN,,,INTRAVENOUS,DEFINITY,LANTHEUS MEDCL,13.04MG/2ML (6.52MG/ML),2,11857646,2037-03-16,,,U-665,2024-01-12
21064,N,PERFLUTREN,,,INTRAVENOUS,DEFINITY,LANTHEUS MEDCL,13.04MG/2ML (6.52MG/ML),1,11857646,2037-03-16,,,U-665,2024-01-12
22483,N,IMIQUIMOD,,,TOPICAL,ZYCLARA,BAUSCH,0.025,1,11850245,2030-04-30,,,U-1455,2024-01-12
22483,N,IMIQUIMOD,,,TOPICAL,ZYCLARA,BAUSCH,0.025,1,11850245,2030-04-30,,,U-172,2024-01-12
215352,N,PHENYLEPHRINE HYDROCHLORIDE; TROPICAMIDE,SPRAY,,OPHTHALMIC,MYDCOMBI,EYENOVIA,2.5%;1%,1,11839487,2031-07-15,,,U-3685,2024-01-12
215014,N,PEGCETACOPLAN,,,SUBCUTANEOUS,EMPAVELI,APELLIS PHARMS,1080MG/20ML (54MG/ML),1,11844841,2038-12-09,,Y,U-3172,2024-01-16
215014,N,PEGCETACOPLAN,,,SUBCUTANEOUS,EMPAVELI,APELLIS PHARMS,1080MG/20ML (54MG/ML),1,11844841,2038-12-09,,Y,U-3174,2024-01-16
215014,N,PEGCETACOPLAN,,,SUBCUTANEOUS,EMPAVELI,APELLIS PHARMS,1080MG/20ML (54MG/ML),1,11844841,2038-12-09,,Y,U-3173,2024-01-16
214793,N,PIFLUFOLASTAT F-18,,,INTRAVENOUS,PYLARIFY,PROGENICS PHARMS INC,50ML (1-80mCi/ML),1,11851407,2037-06-09,Y,Y,U-3130,2024-01-17
215935,N,BUDESONIDE,CAPSULE,,ORAL,TARPEYO,CALLIDITAS,4MG,1,8491932,2029-05-07,,Y,U-3781,2022-01-12
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,EQ 200MG BASE,1,11491163,2033-04-11,,,U-2852,2022-12-08
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,EQ 200MG BASE,1,11491163,2033-04-11,,,U-2853,2022-12-08
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,EQ 200MG BASE,1,11491163,2033-04-11,,,U-2736,2022-12-08
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,EQ 200MG BASE,1,11052093,2032-04-13,Y,Y,U-2852,2021-08-03
211723,N,TAZEMETOSTAT HYDROBROMIDE,,,ORAL,TAZVERIK,EPIZYME INC,EQ 200MG BASE,1,11052093,2032-04-13,Y,Y,U-2853,2021-08-03
213411,N,TUCATINIB,,,ORAL,TUKYSA,SEAGEN,50MG,1,11207324,2038-04-27,,,U-3783,2023-02-02
213411,N,TUCATINIB,,,ORAL,TUKYSA,SEAGEN,50MG,2,11207324,2038-04-27,,,U-3783,2023-02-02
210365,N,CANNABIDIOL,,,ORAL,EPIDIOLEX,JAZZ PHARMS RES,100MG/ML,1,11865102,2039-04-26,Y,Y,U-2781,2024-01-30
22474,N,ULIPRISTAL ACETATE,,,ORAL,ELLA,LAB HRA PHARMA,30MG,1,10772897,2030-04-13,,,U-2958,2020-10-14
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,EQ 25MG BASE,1,10774085,2029-10-21,,,U-2470,2020-10-14
210861,N,LAROTRECTINIB SULFATE,,,ORAL,VITRAKVI,BAYER HLTHCARE,EQ 25MG BASE,2,10774085,2029-10-21,,,U-2470,2020-10-14
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,EQ 123MG BASE,1,10792278,2038-05-30,,,U-2371,2020-10-15
208623,N,MIGALASTAT HYDROCHLORIDE,,,ORAL,GALAFOLD,AMICUS THERAP US,EQ 123MG BASE,1,10792279,2038-05-30,,,U-2371,2020-10-15
210282,N,DAPTOMYCIN,,,INTRAVENOUS,DAPTOMYCIN,HOSPIRA,350MG/VIAL,1,10357535,2033-09-11,,Y,U-3176,2021-07-20
210282,N,DAPTOMYCIN,,,INTRAVENOUS,DAPTOMYCIN,HOSPIRA,350MG/VIAL,1,9655946,2033-09-11,,Y,U-3175,2021-07-20
210282,N,DAPTOMYCIN,,,INTRAVENOUS,DAPTOMYCIN,HOSPIRA,350MG/VIAL,2,10357535,2033-09-11,,Y,U-3176,2021-07-20
210282,N,DAPTOMYCIN,,,INTRAVENOUS,DAPTOMYCIN,HOSPIRA,350MG/VIAL,2,9655946,2033-09-11,,Y,U-3175,2021-07-20
